Sizes set; Q; Iterations; V0; V1; V2; V3; V4; V5; V6
4,4,6,6,4,6;365;15;  v10,v22,v4,v3; v18,v9,v29,v6; v15,v1,v2,v5,v26,v12; v8,v17,v27,v16,v0,v25; v19,v11,v28,v7; v21,v23,v24,v14,v13,v20;
4,4,6,6,5,5;373;14;  v10,v22,v4,v3; v18,v9,v28,v29; v15,v1,v2,v5,v26,v12; v8,v7,v27,v16,v0,v25; v19,v6,v11,v13,v17; v21,v23,v24,v14,v20;
4,4,6,6,6,4;374;13;  v10,v22,v4,v3; v9,v28,v0,v14; v15,v1,v5,v26,v12,v18; v8,v7,v17,v20,v27,v16; v19,v6,v11,v25,v13,v2; v21,v23,v29,v24;
4,4,6,7,4,5;365;13;  v10,v4,v22,v3; v18,v9,v6,v29; v15,v1,v2,v5,v26,v12; v8,v7,v17,v27,v0,v25,v16; v19,v11,v28,v21; v23,v24,v14,v20,v13;
4,4,6,7,5,4;365;16;  v10,v4,v22,v3; v18,v16,v8,v17; v15,v1,v2,v5,v26,v12; v20,v14,v28,v9,v24,v23,v13; v19,v11,v25,v6,v7; v21,v29,v27,v0;
4,4,7,4,4,7;360;11;  v10,v4,v22,v6; v3,v29,v27,v21; v15,v1,v2,v5,v16,v26,v12; v13,v23,v20,v24; v8,v9,v28,v18; v7,v14,v17,v25,v11,v19,v0;
4,4,7,4,5,6;360;14;  v10,v4,v22,v6; v18,v28,v9,v19; v15,v1,v5,v26,v29,v3,v12; v13,v23,v2,v11; v8,v25,v27,v16,v21; v7,v17,v14,v24,v0,v20;
4,4,7,4,6,5;360;16;  v10,v4,v22,v28; v20,v24,v14,v9; v15,v1,v5,v26,v29,v3,v12; v13,v23,v2,v11; v8,v6,v17,v18,v16,v19; v7,v0,v27,v21,v25;
4,4,7,4,7,4;360;16;  v10,v4,v22,v28; v18,v16,v19,v6; v15,v1,v5,v26,v29,v3,v12; v13,v23,v2,v11; v8,v7,v17,v25,v0,v27,v21; v14,v24,v20,v9;
4,4,7,5,4,6;367;12;  v4,v22,v27,v16; v28,v19,v26,v8; v15,v1,v5,v29,v3,v12,v21; v11,v13,v23,v10,v2; v6,v9,v25,v18; v7,v17,v14,v24,v20,v0;
4,4,7,5,5,5;363;16;  v4,v27,v16,v22; v0,v28,v21,v19; v15,v1,v5,v26,v3,v12,v18; v11,v13,v23,v10,v2; v6,v9,v25,v8,v29; v7,v20,v14,v24,v17;
4,4,7,5,6,4;361;18;  v4,v27,v16,v17; v0,v28,v21,v7; v15,v1,v5,v26,v12,v8,v19; v11,v13,v10,v2,v22; v6,v9,v25,v18,v29,v3; v14,v24,v20,v23;
4,4,7,6,4,5;363;15;  v10,v4,v22,v28; v25,v6,v9,v29; v15,v1,v5,v26,v3,v12,v18; v21,v11,v13,v23,v2,v0; v8,v17,v16,v19; v7,v20,v14,v24,v27;
4,4,7,6,5,4;363;18;  v10,v4,v22,v28; v25,v6,v9,v29; v15,v1,v5,v26,v3,v12,v18; v11,v13,v23,v2,v20,v24; v8,v17,v16,v19,v7; v14,v0,v21,v27;
4,4,7,7,4,4;361;14;  v10,v4,v22,v6; v3,v27,v29,v21; v15,v1,v2,v5,v26,v12,v18; v11,v13,v14,v25,v0,v7,v20; v9,v28,v24,v23; v19,v17,v16,v8;
4,5,4,4,6,7;367;12;  v10,v22,v6,v4; v18,v1,v3,v12,v27; v15,v2,v5,v16; v21,v29,v25,v0; v26,v7,v9,v19,v28,v8; v13,v14,v11,v23,v20,v17,v24;
4,5,4,4,7,6;370;12;  v4,v17,v16,v8; v18,v1,v3,v12,v26; v15,v2,v5,v23; v27,v21,v29,v0; v7,v9,v19,v24,v14,v28,v20; v11,v13,v6,v25,v22,v10;
4,5,4,5,5,7;366;10;  v10,v4,v22,v6; v1,v8,v26,v19,v16; v15,v2,v5,v12; v27,v21,v25,v29,v0; v9,v24,v28,v3,v18; v17,v7,v11,v13,v14,v23,v20;
4,5,4,5,6,6;372;11;  v10,v4,v22,v6; v8,v26,v19,v16,v28; v15,v2,v5,v12; v27,v21,v25,v29,v0; v9,v20,v24,v3,v18,v1; v7,v11,v13,v14,v17,v23;
4,5,4,5,7,5;362;11;  v10,v4,v22,v6; v18,v12,v8,v26,v16; v15,v2,v5,v3; v27,v21,v25,v29,v0; v9,v14,v20,v24,v1,v13,v23; v7,v11,v17,v19,v28;
4,5,4,6,4,7;363;12;  v10,v4,v22,v13; v1,v8,v26,v19,v16; v15,v2,v5,v12; v27,v21,v25,v29,v0,v3; v9,v28,v18,v6; v17,v7,v11,v14,v23,v20,v24;
4,5,4,6,5,6;374;11;  v4,v22,v17,v8; v18,v1,v3,v12,v24; v15,v2,v5,v10; v27,v6,v21,v25,v29,v0; v9,v19,v26,v28,v16; v7,v11,v13,v14,v23,v20;
4,5,4,6,6,5;367;10;  v10,v4,v22,v28; v18,v12,v8,v26,v16; v15,v2,v5,v3; v27,v21,v25,v29,v0,v7; v9,v14,v20,v24,v1,v23; v11,v13,v17,v6,v19;
4,5,4,6,7,4;366;10;  v10,v4,v22,v28; v18,v12,v8,v26,v16; v15,v2,v5,v3; v27,v6,v21,v25,v29,v0; v9,v14,v20,v24,v7,v17,v23; v11,v13,v19,v1;
4,5,4,7,4,6;366;14;  v4,v16,v17,v8; v18,v1,v12,v26,v19; v15,v2,v5,v10; v27,v6,v21,v25,v29,v0,v9; v28,v24,v3,v22; v7,v11,v13,v14,v23,v20;
4,5,4,7,5,5;367;11;  v10,v4,v22,v28; v18,v26,v8,v19,v16; v15,v2,v5,v12; v27,v21,v25,v29,v0,v3,v7; v9,v14,v24,v20,v1; v11,v13,v17,v23,v6;
4,5,4,7,6,4;364;15;  v4,v24,v20,v14; v12,v8,v16,v27,v17; v15,v2,v5,v10; v6,v25,v29,v22,v3,v9,v18; v19,v26,v7,v28,v0,v1; v11,v13,v23,v21;
4,5,5,4,5,7;371;9;  v10,v4,v22,v28; v18,v1,v3,v12,v27; v15,v5,v16,v26,v8; v9,v20,v24,v29; v21,v11,v13,v23,v2; v7,v14,v17,v6,v25,v19,v0;
4,5,5,4,6,6;367;12;  v10,v4,v22,v6; v18,v19,v26,v9,v16; v15,v5,v3,v1,v29; v8,v27,v12,v25; v21,v11,v13,v23,v2,v20; v7,v17,v14,v24,v28,v0;
4,5,5,4,7,5;370;11;  v10,v4,v22,v6; v18,v1,v3,v29,v9; v15,v2,v5,v26,v12; v8,v27,v16,v25; v21,v11,v13,v14,v23,v0,v17; v24,v7,v19,v28,v20;
4,5,5,5,4,7;364;12;  v10,v22,v6,v13; v18,v1,v3,v9,v29; v15,v2,v5,v26,v12; v8,v17,v27,v4,v16; v24,v14,v23,v20; v21,v11,v25,v19,v7,v0,v28;
4,5,5,5,5,6;373;17;  v28,v0,v7,v27; v1,v12,v26,v5,v15; v9,v18,v25,v19,v14; v8,v17,v20,v4,v16; v24,v23,v29,v21,v3; v11,v13,v6,v10,v2,v22;
4,5,5,5,6,5;371;14;  v10,v22,v28,v6; v18,v1,v3,v9,v29; v15,v5,v26,v12,v19; v8,v27,v4,v16,v25; v24,v7,v14,v0,v20,v17; v21,v11,v13,v23,v2;
4,5,5,5,7,4;364;14;  v10,v22,v28,v6; v18,v1,v12,v19,v26; v15,v5,v3,v29,v21; v8,v17,v27,v4,v16; v24,v7,v14,v25,v9,v0,v20; v11,v13,v23,v2;
4,5,5,6,4,6;363;14;  v10,v22,v28,v4; v18,v3,v9,v29,v6; v15,v5,v26,v12,v1; v8,v7,v17,v27,v0,v25; v19,v11,v2,v16; v21,v23,v24,v14,v13,v20;
4,5,5,6,5,5;374;13;  v10,v22,v28,v4; v18,v9,v29,v6,v25; v15,v2,v5,v26,v12; v8,v7,v17,v27,v0,v16; v19,v11,v13,v1,v3; v21,v23,v24,v14,v20;
4,5,5,6,6,4;368;16;  v10,v22,v28,v4; v20,v14,v13,v23,v24; v5,v26,v12,v1,v18; v8,v7,v17,v27,v0,v16; v19,v6,v11,v25,v9,v2; v21,v29,v3,v15;
4,5,5,7,4,5;373;11;  v10,v4,v22,v13; v18,v1,v3,v12,v27; v15,v2,v5,v29,v9; v8,v7,v17,v28,v0,v26,v16; v19,v11,v25,v6; v21,v23,v24,v14,v20;
4,5,5,7,5,4;369;12;  v10,v4,v22,v6; v18,v1,v3,v12,v27; v15,v2,v5,v9,v29; v8,v7,v17,v28,v26,v16,v19; v11,v25,v13,v0,v21; v23,v24,v20,v14;
4,5,6,4,4,7;366;12;  v10,v4,v22,v6; v18,v3,v27,v29,v16; v15,v2,v5,v26,v1,v12; v21,v13,v23,v14; v9,v20,v28,v24; v7,v17,v25,v11,v19,v0,v8;
4,5,6,4,5,6;366;11;  v10,v4,v22,v28; v3,v12,v27,v29,v15; v2,v5,v16,v26,v19,v1; v21,v13,v23,v11; v8,v6,v9,v25,v18; v7,v17,v14,v24,v20,v0;
4,5,6,4,6,5;378;11;  v10,v4,v22,v28; v3,v12,v27,v29,v15; v2,v5,v16,v26,v19,v11; v21,v13,v23,v0; v8,v6,v9,v17,v25,v18; v24,v7,v14,v20,v1;
4,5,6,4,7,4;372;13;  v10,v4,v22,v28; v3,v12,v27,v29,v15; v2,v5,v26,v19,v11,v1; v21,v13,v23,v0; v8,v6,v9,v17,v25,v18,v16; v14,v24,v20,v7;
4,5,6,5,4,6;366;13;  v10,v22,v28,v4; v12,v26,v8,v16,v27; v15,v5,v29,v3,v1,v21; v11,v13,v23,v19,v2; v6,v9,v25,v18; v7,v17,v14,v24,v20,v0;
4,5,6,5,5,5;366;13;  v10,v4,v22,v28; v18,v3,v29,v9,v6; v15,v2,v5,v26,v1,v12; v21,v11,v13,v23,v0; v8,v25,v16,v27,v19; v7,v20,v14,v24,v17;
4,5,6,5,6,4;372;10;  v10,v4,v22,v28; v3,v12,v27,v29,v15; v2,v5,v16,v26,v19,v1; v21,v11,v13,v23,v0; v8,v6,v9,v17,v25,v18; v7,v14,v24,v20;
4,5,6,6,4,5;361;12;  v10,v4,v22,v28; v18,v3,v29,v9,v6; v15,v2,v5,v26,v1,v12; v21,v11,v25,v0,v19,v7; v8,v17,v16,v27; v20,v14,v24,v13,v23;
4,5,6,6,5,4;371;11;  v10,v4,v22,v28; v3,v12,v27,v29,v15; v2,v5,v16,v26,v19,v1; v21,v11,v13,v23,v0,v17; v8,v6,v9,v18,v25; v7,v14,v24,v20;
4,5,6,7,4,4;370;10;  v10,v4,v22,v6; v18,v3,v27,v29,v16; v15,v2,v5,v26,v1,v12; v21,v11,v13,v14,v23,v25,v0; v9,v20,v28,v24; v19,v7,v17,v8;
4,5,7,4,4,6;364;11;  v10,v4,v22,v28; v3,v27,v29,v8,v16; v15,v2,v5,v26,v1,v12,v19; v21,v13,v23,v11; v6,v9,v25,v18; v7,v17,v14,v24,v20,v0;
4,5,7,4,5,5;364;13;  v10,v4,v22,v28; v18,v3,v29,v9,v6; v15,v2,v5,v26,v1,v12,v19; v21,v13,v23,v11; v8,v25,v16,v27,v0; v24,v7,v14,v20,v17;
4,5,7,4,6,4;372;12;  v10,v4,v22,v28; v18,v3,v29,v9,v6; v15,v2,v5,v26,v12,v19,v11; v21,v13,v23,v0; v8,v7,v17,v25,v27,v16; v14,v24,v20,v1;
4,5,7,5,4,5;368;10;  v10,v4,v22,v28; v3,v27,v29,v8,v16; v15,v2,v5,v26,v1,v12,v19; v21,v11,v13,v23,v0; v6,v9,v25,v18; v7,v17,v14,v24,v20;
4,5,7,5,5,4;366;11;  v10,v4,v22,v28; v18,v3,v29,v9,v6; v15,v2,v5,v26,v1,v12,v19; v21,v11,v13,v23,v0; v8,v17,v25,v16,v27; v7,v14,v24,v20;
4,5,7,6,4,4;368;14;  v10,v22,v28,v4; v18,v12,v26,v8,v16; v15,v2,v5,v29,v9,v3,v1; v21,v11,v13,v14,v23,v0; v24,v7,v17,v20; v6,v25,v19,v27;
4,6,4,4,5,7;362;13;  v10,v22,v28,v4; v18,v12,v16,v27,v26,v8; v15,v5,v3,v1; v9,v20,v24,v29; v21,v11,v13,v23,v2; v7,v14,v17,v6,v25,v19,v0;
4,6,4,4,6,6;366;19;  v10,v22,v13,v6; v16,v8,v17,v26,v19,v1; v15,v2,v5,v12; v9,v18,v3,v29; v11,v25,v0,v28,v7,v27; v14,v24,v20,v4,v23,v21;
4,6,4,4,7,5;369;12;  v10,v4,v22,v6; v1,v3,v29,v9,v24,v20; v15,v2,v5,v16; v8,v27,v18,v12; v21,v11,v13,v14,v23,v25,v0; v7,v17,v19,v28,v26;
4,6,4,5,4,7;363;12;  v10,v22,v6,v13; v18,v1,v3,v9,v29,v26; v15,v2,v5,v12; v8,v17,v27,v4,v16; v24,v14,v23,v20; v21,v11,v25,v19,v7,v0,v28;
4,6,4,5,5,6;372;19;  v0,v21,v14,v13; v18,v1,v3,v12,v27,v26; v15,v2,v5,v10; v8,v17,v4,v22,v16; v24,v23,v28,v20,v7; v11,v25,v6,v19,v29,v9;
4,6,4,5,6,5;372;13;  v10,v22,v28,v6; v18,v1,v3,v9,v29,v26; v15,v2,v5,v12; v8,v27,v4,v16,v25; v24,v7,v14,v0,v20,v17; v21,v11,v13,v19,v23;
4,6,4,5,7,4;367;13;  v10,v22,v28,v6; v18,v1,v12,v19,v26,v8; v15,v2,v5,v3; v17,v20,v4,v16,v24; v7,v14,v29,v25,v9,v0,v27; v11,v13,v21,v23;
4,6,4,6,4,6;371;11;  v10,v22,v28,v4; v18,v1,v3,v9,v26,v29; v15,v2,v5,v12; v8,v7,v17,v27,v0,v16; v19,v6,v11,v25; v21,v23,v24,v14,v13,v20;
4,6,4,6,5,5;375;12;  v10,v22,v28,v4; v18,v1,v3,v9,v26,v29; v15,v2,v5,v12; v8,v7,v27,v0,v16,v25; v19,v6,v11,v13,v17; v21,v23,v24,v14,v20;
4,6,4,6,6,4;372;14;  v10,v22,v28,v4; v18,v1,v3,v9,v26,v29; v15,v2,v5,v12; v8,v27,v0,v16,v21,v25; v19,v6,v11,v13,v7,v17; v23,v24,v20,v14;
4,6,4,7,4,5;371;13;  v10,v4,v22,v13; v18,v12,v16,v27,v26,v8; v15,v2,v5,v3; v7,v20,v0,v1,v14,v21,v25; v19,v11,v6,v17; v29,v23,v24,v9,v28;
4,6,4,7,5,4;364;20;  v10,v4,v22,v6; v18,v1,v12,v16,v26,v19; v15,v2,v5,v13; v7,v17,v0,v11,v25,v8,v23; v9,v20,v28,v24,v14; v21,v29,v3,v27;
4,6,5,4,4,7;363;11;  v10,v4,v22,v6; v18,v1,v12,v16,v19,v26; v15,v5,v29,v3,v24; v13,v23,v2,v11; v8,v9,v20,v28; v7,v14,v17,v25,v0,v27,v21;
4,6,5,4,5,6;366;13;  v10,v22,v28,v4; v1,v12,v16,v26,v27,v8; v15,v2,v5,v29,v3; v21,v13,v23,v11; v6,v9,v25,v18,v19; v7,v17,v14,v24,v0,v20;
4,6,5,4,6,5;366;15;  v24,v20,v14,v9; v18,v3,v16,v27,v29,v25; v15,v5,v26,v12,v1; v13,v23,v2,v11; v8,v6,v17,v22,v10,v4; v7,v19,v0,v28,v21;
4,6,5,4,7,4;368;15;  v10,v22,v13,v6; v18,v1,v12,v26,v9,v28; v15,v2,v5,v29,v3; v21,v27,v0,v14; v8,v7,v17,v25,v11,v16,v19; v24,v4,v20,v23;
4,6,5,5,4,6;362;12;  v10,v22,v28,v4; v1,v12,v16,v19,v26,v8; v15,v29,v3,v27,v21; v11,v13,v23,v2,v5; v6,v9,v25,v18; v7,v17,v14,v24,v20,v0;
4,6,5,5,5,5;370;11;  v10,v22,v28,v4; v18,v1,v12,v16,v19,v26; v15,v29,v3,v27,v21; v11,v13,v23,v2,v5; v8,v6,v9,v17,v25; v7,v20,v14,v24,v0;
4,6,5,5,6,4;374;13;  v10,v22,v28,v4; v1,v12,v16,v19,v26,v27; v15,v5,v29,v3,v24; v11,v13,v23,v20,v2; v8,v6,v9,v17,v25,v18; v7,v14,v0,v21;
4,6,5,6,4,5;367;12;  v10,v22,v13,v6; v18,v1,v12,v16,v26,v19; v15,v2,v5,v29,v3; v21,v11,v25,v27,v0,v7; v8,v9,v28,v23; v20,v14,v24,v4,v17;
4,6,5,6,5,4;369;16;  v10,v22,v13,v6; v18,v1,v19,v26,v28,v9; v15,v5,v29,v12,v3; v21,v11,v23,v25,v0,v2; v8,v17,v16,v4,v27; v7,v14,v24,v20;
4,6,5,7,4,4;366;10;  v10,v4,v22,v6; v18,v12,v16,v27,v26,v8; v15,v2,v5,v29,v3; v21,v11,v13,v14,v23,v25,v0; v9,v28,v1,v19; v7,v17,v24,v20;
4,6,6,4,4,6;363;16;  v10,v22,v28,v4; v16,v26,v8,v27,v12,v18; v15,v5,v29,v3,v1,v21; v13,v23,v11,v2; v6,v9,v25,v19; v7,v17,v14,v24,v0,v20;
4,6,6,4,5,5;375;14;  v10,v22,v2,v4; v18,v1,v12,v16,v26,v19; v15,v5,v20,v29,v24,v3; v21,v13,v23,v11; v8,v6,v9,v17,v14; v7,v0,v28,v27,v25;
4,6,6,4,6,4;363;19;  v10,v22,v4,v6; v18,v1,v26,v12,v5,v8; v15,v29,v27,v3,v21,v16; v13,v23,v11,v2; v7,v17,v25,v0,v28,v19; v14,v24,v20,v9;
4,6,6,5,4,5;364;13;  v10,v22,v28,v4; v1,v16,v19,v26,v8,v17; v15,v5,v29,v3,v12,v27; v21,v11,v13,v23,v2; v6,v9,v25,v18; v7,v14,v24,v0,v20;
4,6,6,5,5,4;375;11;  v10,v22,v28,v4; v18,v1,v12,v16,v19,v26; v15,v5,v29,v3,v27,v21; v11,v13,v23,v2,v20; v8,v6,v9,v17,v25; v7,v14,v24,v0;
4,6,6,6,4,4;369;13;  v10,v22,v28,v4; v18,v12,v16,v27,v26,v8; v15,v2,v5,v29,v9,v3; v21,v11,v13,v14,v23,v0; v24,v7,v17,v20; v6,v25,v19,v1;
4,6,7,4,4,5;363;15;  v4,v3,v27,v29; v1,v12,v16,v8,v26,v19; v15,v2,v5,v11,v10,v22,v13; v6,v9,v25,v18; v21,v0,v28,v23; v14,v17,v24,v20,v7;
4,6,7,4,5,4;373;16;  v0,v7,v27,v25; v18,v1,v3,v12,v16,v26; v15,v2,v5,v29,v10,v22,v6; v19,v9,v28,v11; v14,v21,v20,v13,v4; v17,v23,v24,v8;
4,6,7,5,4,4;365;12;  v10,v22,v6,v13; v18,v12,v16,v8,v26,v17; v15,v2,v5,v29,v3,v1,v9; v19,v7,v25,v28,v11; v27,v14,v21,v0; v23,v24,v4,v20;
4,7,4,4,4,7;358;11;  v10,v4,v22,v6; v18,v9,v12,v16,v26,v8,v25; v15,v2,v5,v1; v27,v21,v3,v29; v7,v19,v28,v0; v13,v14,v17,v11,v23,v20,v24;
4,7,4,4,5,6;362;15;  v10,v22,v6,v4; v18,v1,v12,v16,v8,v26,v19; v15,v2,v5,v3; v27,v21,v25,v29; v7,v28,v0,v17,v11; v13,v14,v20,v23,v24,v9;
4,7,4,4,6,5;375;12;  v10,v22,v28,v6; v18,v1,v3,v9,v26,v24,v29; v15,v2,v5,v12; v27,v21,v25,v0; v7,v17,v19,v11,v16,v8; v13,v14,v20,v23,v4;
4,7,4,4,7,4;368;12;  v10,v22,v28,v6; v18,v1,v3,v12,v16,v8,v26; v15,v2,v5,v29; v27,v21,v25,v0; v7,v17,v24,v14,v9,v20,v4; v13,v23,v11,v19;
4,7,4,5,4,6;364;11;  v10,v22,v28,v6; v18,v1,v9,v12,v16,v26,v8; v15,v2,v5,v3; v27,v21,v25,v0,v29; v19,v11,v17,v7; v13,v14,v20,v24,v23,v4;
4,7,4,5,5,5;369;10;  v10,v22,v28,v6; v18,v1,v9,v12,v16,v26,v8; v15,v2,v5,v3; v27,v21,v25,v0,v29; v19,v7,v11,v17,v4; v13,v14,v20,v23,v24;
4,7,4,5,6,4;369;12;  v10,v22,v28,v6; v18,v1,v9,v12,v16,v26,v8; v15,v2,v5,v3; v27,v21,v25,v0,v29; v19,v7,v11,v17,v23,v13; v14,v20,v4,v24;
4,7,4,6,4,5;366;14;  v10,v22,v4,v6; v18,v1,v3,v12,v16,v26,v8; v15,v2,v5,v9; v27,v21,v25,v0,v28,v29; v19,v7,v11,v17; v13,v14,v23,v24,v20;
4,7,4,6,5,4;368;13;  v10,v22,v6,v13; v18,v1,v9,v12,v26,v8,v19; v15,v2,v5,v28; v27,v21,v4,v16,v3,v29; v7,v11,v17,v0,v25; v14,v23,v24,v20;
4,7,4,7,4,4;365;11;  v10,v4,v22,v6; v18,v1,v3,v12,v16,v8,v26; v15,v2,v5,v20; v27,v14,v21,v25,v0,v29,v7; v13,v11,v17,v23; v19,v28,v9,v24;
4,7,5,4,4,6;362;18;  v10,v22,v6,v13; v18,v1,v9,v12,v19,v26,v28; v15,v2,v5,v11,v23; v21,v27,v29,v3; v8,v4,v16,v17; v7,v14,v24,v0,v25,v20;
4,7,5,4,5,5;377;12;  v24,v20,v14,v23; v18,v1,v3,v12,v16,v26,v27; v15,v2,v5,v29,v9; v21,v13,v10,v4; v8,v6,v17,v25,v22; v7,v11,v19,v0,v28;
4,7,5,4,6,4;363;16;  v10,v22,v6,v13; v18,v1,v12,v16,v26,v8,v19; v15,v2,v5,v11,v23; v21,v27,v3,v29; v7,v17,v25,v0,v4,v14; v24,v9,v28,v20;
4,7,5,5,4,5;368;12;  v10,v22,v28,v4; v18,v1,v9,v12,v19,v26,v25; v15,v29,v3,v27,v21; v11,v13,v23,v2,v5; v8,v6,v17,v16; v7,v20,v14,v24,v0;
4,7,5,5,5,4;369;17;  v0,v27,v29,v21; v18,v1,v3,v9,v19,v25,v6; v15,v5,v26,v12,v28; v11,v13,v23,v10,v2; v8,v17,v22,v4,v16; v7,v14,v24,v20;
4,7,5,6,4,4;365;15;  v10,v22,v6,v13; v18,v1,v3,v12,v16,v26,v19; v15,v2,v5,v29,v9; v21,v25,v0,v27,v7,v14; v20,v4,v24,v28; v23,v11,v8,v17;
4,7,6,4,4,5;367;13;  v10,v22,v28,v6; v18,v9,v16,v29,v27,v25,v8; v15,v2,v5,v26,v12,v1; v0,v21,v4,v3; v19,v7,v11,v17; v13,v14,v23,v24,v20;
4,7,6,4,5,4;376;12;  v4,v22,v13,v6; v18,v1,v9,v12,v20,v26,v8; v15,v2,v5,v29,v10,v3; v25,v27,v16,v19; v7,v11,v17,v28,v0; v21,v14,v23,v24;
4,7,6,5,4,4;366;14;  v10,v22,v6,v4; v18,v1,v12,v16,v26,v19,v28; v15,v2,v5,v29,v9,v3; v7,v25,v27,v0,v21; v11,v17,v23,v8; v24,v14,v13,v20;
4,7,7,4,4,4;374;14;  v4,v22,v13,v6; v18,v1,v9,v12,v16,v26,v8; v15,v2,v5,v11,v29,v10,v3; v19,v7,v28,v27; v14,v21,v0,v25; v17,v23,v24,v20;
5,4,4,4,6,7;364;12;  v10,v22,v2,v5,v15; v3,v21,v27,v29; v12,v8,v26,v18; v0,v16,v17,v4; v24,v9,v14,v20,v23,v28; v1,v13,v19,v25,v6,v11,v7;
5,4,4,4,7,6;364;12;  v10,v22,v2,v5,v15; v3,v21,v27,v29; v12,v8,v18,v26; v0,v16,v17,v4; v24,v7,v9,v14,v20,v28,v23; v1,v13,v19,v25,v6,v11;
5,4,4,5,5,7;363;14;  v10,v13,v2,v11,v23; v3,v21,v27,v29; v12,v5,v15,v1; v17,v4,v22,v8,v6; v19,v26,v18,v16,v25; v9,v14,v20,v7,v24,v0,v28;
5,4,4,5,6,6;372;11;  v10,v4,v22,v28,v0; v3,v21,v27,v29; v12,v5,v15,v2; v11,v17,v23,v8,v13; v6,v19,v26,v18,v16,v25; v7,v9,v14,v20,v24,v1;
5,4,4,5,7,5;368;13;  v10,v4,v22,v28,v0; v3,v21,v27,v29; v5,v15,v2,v12; v11,v17,v23,v8,v13; v6,v19,v25,v26,v18,v16,v9; v14,v20,v24,v7,v1;
5,4,4,6,4,7;370;15;  v10,v2,v13,v23,v11; v21,v29,v0,v28; v12,v5,v15,v27; v16,v17,v4,v22,v3,v8; v6,v18,v25,v9; v1,v14,v20,v24,v26,v7,v19;
5,4,4,6,5,6;371;15;  v10,v13,v2,v23,v11; v21,v29,v25,v0; v12,v5,v15,v1; v17,v4,v22,v3,v8,v6; v19,v26,v18,v28,v16; v9,v14,v20,v24,v7,v27;
5,4,4,6,6,5;370;15;  v10,v2,v13,v23,v11; v21,v29,v25,v0; v12,v5,v15,v27; v17,v4,v22,v3,v8,v6; v19,v26,v18,v28,v16,v9; v14,v20,v24,v7,v1;
5,4,4,6,7,4;365;13;  v10,v4,v22,v13,v6; v3,v29,v1,v15; v12,v5,v27,v2; v0,v11,v17,v25,v21,v7; v9,v19,v26,v18,v28,v16,v8; v14,v20,v24,v23;
5,4,4,7,4,6;360;12;  v10,v4,v22,v2,v6; v3,v21,v27,v29; v12,v5,v15,v18; v0,v7,v11,v25,v28,v19,v9; v26,v16,v8,v17; v1,v14,v20,v24,v13,v23;
5,4,4,7,5,5;364;15;  v10,v22,v2,v5,v15; v3,v21,v27,v29; v12,v8,v23,v24; v0,v7,v11,v17,v25,v6,v19; v26,v18,v28,v16,v9; v1,v14,v20,v13,v4;
5,4,4,7,6,4;359;13;  v10,v4,v22,v13,v6; v3,v21,v27,v29; v12,v5,v15,v2; v0,v7,v11,v17,v23,v25,v8; v19,v26,v18,v16,v28,v9; v14,v20,v24,v1;
5,4,5,4,5,7;373;9;  v10,v22,v6,v25,v27; v3,v15,v21,v29; v12,v5,v8,v26,v18; v16,v2,v9,v19; v1,v13,v14,v20,v4; v7,v17,v0,v11,v23,v24,v28;
5,4,5,4,6,6;374;10;  v10,v22,v6,v25,v27; v3,v15,v21,v29; v12,v5,v8,v26,v18; v16,v2,v9,v19; v1,v13,v14,v20,v4,v24; v7,v0,v11,v23,v28,v17;
5,4,5,4,7,5;370;14;  v10,v22,v6,v25,v27; v3,v15,v29,v5; v12,v26,v18,v1,v19; v16,v2,v9,v8; v14,v17,v20,v7,v4,v24,v0; v11,v23,v28,v21,v13;
5,4,5,5,4,7;357;16;  v10,v22,v2,v11,v13; v21,v27,v29,v3; v12,v5,v26,v15,v1; v6,v9,v19,v18,v25; v4,v16,v8,v17; v0,v7,v23,v14,v24,v28,v20;
5,4,5,5,5,6;368;14;  v10,v22,v2,v11,v5; v3,v29,v21,v15; v12,v8,v26,v16,v27; v6,v9,v19,v18,v25; v1,v13,v14,v20,v4; v24,v7,v17,v23,v0,v28;
5,4,5,5,6,5;366;15;  v10,v22,v2,v11,v5; v3,v21,v29,v15; v12,v8,v26,v16,v27; v6,v9,v19,v18,v25; v1,v13,v14,v20,v24,v23; v7,v0,v28,v17,v4;
5,4,5,5,7,4;362;12;  v10,v4,v22,v13,v6; v3,v21,v27,v29; v12,v5,v26,v15,v1; v16,v9,v19,v18,v28; v14,v17,v25,v7,v0,v8,v11; v23,v24,v2,v20;
5,4,5,6,4,6;368;10;  v10,v22,v2,v11,v5; v3,v21,v27,v4; v12,v8,v26,v15,v16; v6,v9,v19,v25,v18,v29; v1,v13,v14,v20; v24,v7,v17,v23,v0,v28;
5,4,5,6,5,5;370;11;  v10,v22,v2,v11,v5; v3,v21,v27,v4; v12,v8,v26,v15,v16; v6,v9,v19,v25,v18,v29; v1,v13,v14,v20,v23; v24,v7,v0,v28,v17;
5,4,5,6,6,4;362;12;  v10,v4,v22,v28,v0; v3,v21,v27,v29; v12,v5,v26,v15,v1; v16,v6,v9,v19,v25,v18; v14,v17,v20,v7,v24,v8; v11,v23,v2,v13;
5,4,5,7,4,5;368;8;  v10,v4,v22,v28,v0; v3,v21,v27,v29; v12,v5,v26,v15,v2; v16,v6,v9,v19,v25,v18,v8; v1,v13,v14,v20; v7,v11,v17,v24,v23;
